web-scraper-order,web-scraper-start-url,articles_link,articles_link-href,details,nombre_chambre,nbre_salle_de_bain,superfécie,adresse,prix,image_lien-src
"1738157901-494","https://www.expat-dakar.com/appartements-meubles?page=31","Appartement meublé de 412 m2 à louer Mamelles
                                5 chambre412 m²
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        10. janv., 16:58
                                    
                    300 000 F Cfa
                        
                        771011212
                    
                        771278181","https://www.expat-dakar.com/annonce/appartement-meuble-de-412-m2-a-louer-mamelles-6247134","Chambres
        
                            5
                    
            Salle de Bain
        
                            6
                    
            Mètres carrés
        
                            412 m²","5","6","412 m²","Mamelles
            
                Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/409553d5dc54d6b93814eb280309b36f/-/horizon-files-prod/ed/picture/qm5gq76q/df405cd2d33f1d7d2b9cb360e3e58a6b4a7f4298.jpg"
"1738157903-495","https://www.expat-dakar.com/appartements-meubles?page=31","Appartement meublé de type f3 avec vue / mer louer à Ngor
                                2 chambre120 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        10. janv., 19:07
                                    
                    68 000 F Cfa
                        
                        782959494","https://www.expat-dakar.com/annonce/appartement-meuble-de-type-f3-avec-vue-mer-louer-a-ngor-6193505","Chambres
        
                            2
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            120 m²","2","3","120 m²","Ngor
            
                Dakar","68 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41e14cf805ef7a8abe0e97faf368ec37/-/horizon-files-prod/ed/picture/qngpw82r/7a3b1e04d1250751677632b3c8f1f478edbf93f9.jpg"
"1738157906-496","https://www.expat-dakar.com/appartements-meubles?page=31","Appartement meublé à la cite Mixta
                                2 chambre
                                                                                    Cite Mixta,
                                                                                Dakar
                                    
                                        11. janv., 06:02
                                    
                    30 000 F Cfa
                        
                        781124098","https://www.expat-dakar.com/annonce/appartement-meuble-a-la-cite-mixta-6049001","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Cite Mixta
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2350a29c8b4a538e0308f71665fccc62/-/horizon-files-prod/ed/picture/q78528kd/18094746a4e32f6c46a940f5dcd0a4acdcec4095.jpg"
"1738157911-497","https://www.expat-dakar.com/appartements-meubles?page=30","F1 vue sur mer
                                1 chambre25 m²
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        11. janv., 08:14
                                    
                    20 000 F Cfa
                        
                        770773737
                    
                        760205959","https://www.expat-dakar.com/annonce/f1-vue-sur-mer-6252753","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            25 m²","1","1","25 m²","Yoff
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4dcd9cff5276d2fb1e0d62ba4167da5a/-/horizon-files-prod/ed/picture/q44n9nx4/6bfbb027d23f66e194f1873a45e590cfdd80bce7.jpg"
"1738157913-498","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement Ouakam corniche 1,2,3 chambres
                                1 chambre
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        11. janv., 10:01
                                    
                    25 000 F Cfa
                        
                        771184549","https://www.expat-dakar.com/annonce/appartement-ouakam-corniche-123-chambres-6173803","Chambres
        
                            1
                    
            Salle de Bain
        
                            1","1","1","","Ouakam
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f9967a731f1abee3a6185b93f72a36d9/-/horizon-files-prod/ed/picture/q0g78jjd/bbbc8be1b8b20f4f045ee86e46d8a994dbeb3917.jpg"
"1738157916-499","https://www.expat-dakar.com/appartements-meubles?page=30","Magnifique Appartement F3 meublé à louer à Ngor Almadies
                                2 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        11. janv., 11:10
                                    
                    1 250 000 F Cfa
                        
                        775084510","https://www.expat-dakar.com/annonce/magnifique-appartement-f3-meuble-a-louer-a-ngor-almadies-6252831","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Almadies
            
                Dakar","1 250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4be71089f3737984cfbdb0b76d7efa73/-/horizon-files-prod/ed/picture/q44n9542/29be6253475441eaf8823ee12d7af24c1697a076.jpg"
"1738157918-500","https://www.expat-dakar.com/appartements-meubles?page=30","Studio meublé
                                
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        11. janv., 17:27
                                    
                    25 000 F Cfa
                        
                        778266767","https://www.expat-dakar.com/annonce/studio-meuble-6253328","","","","","Yoff
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9afb60a16ee3fb47e4137e5f1d74844/-/horizon-files-prod/ed/picture/qwepxgzp/87f3f006385630d198efcda244c4c46284505981.jpg"
"1738157921-501","https://www.expat-dakar.com/appartements-meubles?page=30","STUDIO A LOUER
                                
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        11. janv., 22:07
                                    
                    20 000 F Cfa
                        
                        777010188
                    
                        777010188
                    
                        766550995","https://www.expat-dakar.com/annonce/studio-a-louer-2739533","","","","","Sicap Liberté
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4554aa29eafd8520a8856d16771ac316/-/horizon-files-prod/ed/picture/qxzmgp8/730a1a270beffe0ec9c60e24d34d830d062b3393.jpg"
"1738157923-502","https://www.expat-dakar.com/appartements-meubles?page=30","Studio meublé à Liberté 5
                                1 chambre80 m²
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        11. janv., 22:19
                                    
                    15 000 F Cfa
                        
                        773375922","https://www.expat-dakar.com/annonce/studio-meuble-a-liberte-5-5680496","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            80 m²","1","1","80 m²","Sicap Liberté
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f9d8cc57f7d02e516d8a00a1159f310/-/horizon-files-prod/ed/picture/q8vzmnx9/66e4a3227a44e451cc71394622c0ec5e8e0d99d7.jpg"
"1738157925-503","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement à louer
aux Mamelles
                                1 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        vendredi, 08:57
                                    
                    350 000 F Cfa
                        
                        787150098","https://www.expat-dakar.com/annonce/appartement-a-louer-aux-mamelles-6253370","Chambres
        
                            1","1","","","Mamelles
            
                Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/19a7467208649aa9ca927cd4b2177b0e/-/horizon-files-prod/ed/picture/q9mjz5j8/7469d17beddd8157d9dfda033c085cb093164f04.jpg"
"1738157928-504","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement meublé sur les 2 voie liberté 6
                                2 chambre
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        12. janv., 10:08
                                    
                    35 000 F Cfa
                        
                        783791443","https://www.expat-dakar.com/annonce/appartement-meuble-sur-les-2-voie-liberte-6-6243632","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Liberte 6
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/de5848e587d0fba63e0b6b1fbd8ac6d6/-/horizon-files-prod/ed/picture/qrz8mjz5/2533655d71622dbd276a4aa93121acf9a205dbdc.jpg"
"1738157930-505","https://www.expat-dakar.com/appartements-meubles?page=30","Appartement meublé à liberté 6 en face Leclerc
                                2 chambre
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        12. janv., 10:08
                                    
                    35 000 F Cfa
                        
                        783791443","https://www.expat-dakar.com/annonce/appartement-meuble-a-liberte-6-en-face-leclerc-6243685","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Liberte 6
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2352e2dafe06c8e29542984d61064a37/-/horizon-files-prod/ed/picture/q56dqzxe/216845fbb6cab9a9f32557c2147f60c5aa1d2dad.jpg"
"1738157933-506","https://www.expat-dakar.com/appartements-meubles?page=30","2 chambres à mermoz comico
                                2 chambre
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        12. janv., 23:33
                                    
                    55 000 F Cfa
                        
                        775390606
                    
                        705840052","https://www.expat-dakar.com/annonce/2-chambres-a-mermoz-comico-6253891","Chambres
        
                            2","2","","","Mermoz
            
                Dakar","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c47bf05d061d0df4a289542e8ae7c620/-/horizon-files-prod/ed/picture/q0g768kj/11258c9f7ad034d908fd7b16684255c32bbdba21.jpg"
"1738157938-507","https://www.expat-dakar.com/appartements-meubles?page=29","Appartements meublés
                                2 chambre
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        13. janv., 07:03
                                    
                    35 000 F Cfa
                        
                        772654894","https://www.expat-dakar.com/annonce/appartements-meubles-6253902","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Point-e
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd3516e6dd673e05273338bf0604d5d2/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qv4wr9gg/60ea5edf2491ec39708af297e680945e5c37ab0c.jpg"
"1738157940-508","https://www.expat-dakar.com/appartements-meubles?page=29","Appartement 3 chambres salon Kalia zone de captage
                                2 chambre
                                                                                    Zone de captage,
                                                                                Dakar
                                    
                                        13. janv., 10:54
                                    
                    50 000 F Cfa
                        
                        765630430","https://www.expat-dakar.com/annonce/appartement-3-chambres-salon-kalia-zone-de-captage-6140845","Chambres
        
                            2","2","","","Zone de captage
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2946af59e82c3d508443f0dfbdce34ca/-/horizon-files-prod/ed/picture/q78wwqqx/c7b1f5259444b1d8fd06cb003e54e5ff253f7fc4.jpg"
"1738157943-509","https://www.expat-dakar.com/appartements-meubles?page=29","Appartement meublé
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        13. janv., 12:22
                                    
                    35 000 F Cfa
                        
                        766441660
                    
                        766441660
                    
                        766442868","https://www.expat-dakar.com/annonce/appartement-meuble-2760010","Chambres
        
                            3
                    
            Salle de Bain
        
                            2","3","2","","Almadies
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb2d629a8d9734ec544834e84dd05875/-/horizon-files-prod/ed/picture/qr0e802/5b906107cb3d09f798768a0bf6afba1ac8de6b62.jpg"
"1738157945-510","https://www.expat-dakar.com/appartements-meubles?page=29","Joli studio très moderne
                                1 chambre
                                                                                    Mamelles,
                                                                                Dakar
                                    
                                        13. janv., 14:24
                                    
                    25 000 F Cfa
                        
                        775631616","https://www.expat-dakar.com/annonce/joli-studio-tres-moderne-4018946","Chambres
        
                            1
                    
            Salle de Bain
        
                            1","1","1","","Mamelles
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/28aac820e8c430ceb19e54984e75b2a0/-/horizon-files-prod/ed/picture/qv6ez0k/a2a7860d0c8ce49e8dfb0964185d4ec04c2ee256.jpg"
"1738157947-511","https://www.expat-dakar.com/appartements-meubles?page=29","Appartement à louer à Ouest foire
                                2 chambre
                                                                                    Ouest foire,
                                                                                Dakar
                                    
                                        13. janv., 15:38
                                    
                    35 000 F Cfa
                        
                        773780164
                    
                        781318787
                    
                        338422963","https://www.expat-dakar.com/annonce/appartement-a-louer-a-ouest-foire-6254549","Chambres
        
                            2","2","","","Ouest foire
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b39c7da27e7ea8ff32057e382bc1e0e/-/horizon-files-prod/ed/picture/qngpvjkv/cd9a4769b81facbb37fcdd6e861922eb4b9f58e0.jpg"
"1738157950-512","https://www.expat-dakar.com/appartements-meubles?page=29","2chambres avec vue sur mer à ngor
                                2 chambre140 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        13. janv., 15:51
                                    
                    50 000 F Cfa
                        
                        777607801
                    
                        779677631","https://www.expat-dakar.com/annonce/2chambres-avec-vue-sur-mer-a-ngor-6239662","Chambres
        
                            2
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            140 m²","2","2","140 m²","Almadies
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/37c37252dac6be12925ebd8e01886497/-/horizon-files-prod/ed/picture/qde7zxvr/08db6aae0c9a6706f5dfa9f1f854ba2c1de489ed.jpg"
"1738157952-513","https://www.expat-dakar.com/appartements-meubles?page=29","Superbe appartement au point E
                                1 chambre70 m²
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        13. janv., 18:25
                                    
                    35 000 F Cfa
                        
                        779170639
                    
                        778893535","https://www.expat-dakar.com/annonce/superbe-appartement-au-point-e-5347585","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            70 m²","1","1","70 m²","Point-e
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7159d70fedd9a18b5260f5de86a387da/-/horizon-files-prod/ed/picture/q56wjdk6/2d577d4543e1b1543a3674de7af25c862a784220.jpg"
"1738157955-514","https://www.expat-dakar.com/appartements-meubles?page=29","Studio neuf equipé aux Maristes
                                1 chambre55 m²
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        13. janv., 19:49
                                    
                    29 000 F Cfa
                        
                        776446681","https://www.expat-dakar.com/annonce/studio-neuf-equipe-aux-maristes-3343376","Chambres
        
                            1
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            55 m²","1","2","55 m²","Hann maristes
            
                Dakar","29 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a7a93e14a554b3417d4c634f7d69b37/-/horizon-files-prod/ed/picture/qrmrdem/e26298b302fbbf2c573dfe256bf39f54109ec51b.jpg"
"1738157957-515","https://www.expat-dakar.com/appartements-meubles?page=29","Joli mini studio meublé liberté 6
                                1 chambre60 m²
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        14. janv., 09:50
                                    
                    25 000 F Cfa
                        
                        771754716","https://www.expat-dakar.com/annonce/joli-mini-studio-meuble-liberte-6-6254320","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            60 m²","1","1","60 m²","Liberte 6
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d977d4b3120751193c2f832957a45a56/-/horizon-files-prod/ed/picture/qenv8xq9/b64044ef2987a5d50ff83f4a926d416c821a538b.jpg"
"1738157960-516","https://www.expat-dakar.com/appartements-meubles?page=29","Biens à louer à diamalaye côté brioche Dorée
                                
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        14. janv., 10:08
                                    
                    100 000 F Cfa
                        
                        773780164
                    
                        781318787
                    
                        338422963","https://www.expat-dakar.com/annonce/biens-a-louer-a-diamalaye-cote-brioche-doree-6255188","","","","","Yoff
            
                Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41ed879fc119e0e557183a9d9e628e82/-/horizon-files-prod/ed/picture/q6xdw5gj/79bb904e2a294919e8fccfbe27096c7487c82731.jpg"
"1738157964-517","https://www.expat-dakar.com/appartements-meubles?page=28","Appartement f4 meublé à Hann Marinas vue sur mer
                                3 chambre
                                                                                    Hann marinas,
                                                                                Dakar
                                    
                                        14. janv., 11:07
                                    
                    950 000 F Cfa
                        
                        776524422","https://www.expat-dakar.com/annonce/appartement-f4-meuble-a-hann-marinas-vue-sur-mer-6240491","Chambres
        
                            3","3","","","Hann marinas
            
                Dakar","950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c93c9b2eac0f1889e695bb867d4036da/-/horizon-files-prod/ed/picture/q0g7vg06/61d543ab25a0d71138902b68f6005d8f9884a161.jpg"
"1738157967-518","https://www.expat-dakar.com/appartements-meubles?page=28","Joli studio à louer à mermoz
                                
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        14. janv., 12:33
                                    
                    60 000 F Cfa
                        
                        760168017
                    
                        760168017
                    
                        760168017","https://www.expat-dakar.com/annonce/joli-studio-a-louer-a-mermoz-6227189","","","","","Mermoz
            
                Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b548ff6a0a55c544a4a6ef62ce5a0077/-/horizon-files-prod/ed/picture/q78wr278/94a2d3a285c5f9a21bcbc7d48a19de3a0aa85a53.jpg"
"1738157969-519","https://www.expat-dakar.com/appartements-meubles?page=28","APPARTEMENT MEUBLE A LOUER
                                3 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        14. janv., 13:52
                                    
                    100 000 F Cfa
                        
                        772953810
                    
                        761728777","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-6255479","Chambres
        
                            3
                    
            Salle de Bain
        
                            3","3","3","","Almadies
            
                Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aad8a53e67c1ceba8e114db926bcb4a9/-/horizon-files-prod/ed/picture/qgqwrz02/3da94b8892e7e99c1b20dadc102124331cbfd264.jpg"
"1738157972-520","https://www.expat-dakar.com/appartements-meubles?page=28","beau duplex meublé à louer a ouakam
                                3 chambre
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        14. janv., 15:08
                                    
                    800 000 F Cfa
                        
                        774823430
                    
                        776548731
                    
                        774836846","https://www.expat-dakar.com/annonce/beau-duplex-meuble-a-louer-a-ouakam-6255595","Chambres
        
                            3
                    
            Salle de Bain
        
                            3","3","3","","Ouakam
            
                Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f0bbaa5a35aa6aec608a7e6171851425/-/horizon-files-prod/ed/picture/qq42ngez/a356ed8b14e2d28769192c8080bf211584e8fe5f.jpg"
"1738157974-521","https://www.expat-dakar.com/appartements-meubles?page=28","Villa meublée avec piscine à Ngaparou
                                3 chambre1,000 m²
                                                                                    Ngaparou,
                                                                                Thiès
                                    
                                        14. janv., 15:10
                                    
                    130 000 F Cfa
                        
                        771079433","https://www.expat-dakar.com/annonce/villa-meublee-avec-piscine-a-ngaparou-6255603","Chambres
        
                            3
                    
            Salle de Bain
        
                            3
                    
            Mètres carrés
        
                            1,000 m²","3","3","1,000 m²","Ngaparou
            
                Thiès","130 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0183388c40a5ced2e1d341b95c63114a/-/horizon-files-prod/ed/picture/q0g765jx/37986687ada0a919288a61b833570e8b88541ada.jpg"
"1738157976-522","https://www.expat-dakar.com/appartements-meubles?page=28","Studio meublé complet
                                1 chambre60 m²
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        14. janv., 15:16
                                    
                    25 000 F Cfa
                        
                        770773737
                    
                        760205959","https://www.expat-dakar.com/annonce/studio-meuble-complet-6252759","Chambres
        
                            1
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            60 m²","1","2","60 m²","Yoff
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/95d06a1b647d5a6f4cd1ff1876999cf9/-/horizon-files-prod/ed/picture/qj4qgqn5/23db7baad396b1812924df590c242a24e4ee4097.jpg"
"1738157979-523","https://www.expat-dakar.com/appartements-meubles?page=28","Appartement meublé aux Almadies
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        14. janv., 15:34
                                    
                    850 000 F Cfa
                        
                        776858205
                    
                        766391108","https://www.expat-dakar.com/annonce/appartement-meuble-aux-almadies-6255638","","","","","Almadies
            
                Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c31479e9e2e2d1f1c0ee43f2fd83279b/-/horizon-files-prod/ed/picture/qpdm92zm/3ee8330d5185665c6eadbebbe35d3bd3d8fdeb40.jpg"
"1738157981-524","https://www.expat-dakar.com/appartements-meubles?page=28","Appartement meublé à Ngor Almadies
                                
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        14. janv., 15:39
                                    
                    1 200 000 F Cfa
                        
                        776858205
                    
                        766391108","https://www.expat-dakar.com/annonce/appartement-meuble-a-ngor-almadies-6255644","","","","","Almadies
            
                Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e15f7db5ae0249110b49a0d9832a3853/-/horizon-files-prod/ed/picture/q6xdwzez/10fedbab2bff795c6b3693fd3a36023c1047505c.jpg"
"1738157984-525","https://www.expat-dakar.com/appartements-meubles?page=28","Ngor Studio chambre salon près de la mer
                                1 chambre60 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        14. janv., 17:57
                                    
                    30 000 F Cfa
                        
                        777607801
                    
                        779677631","https://www.expat-dakar.com/annonce/ngor-studio-chambre-salon-pres-de-la-mer-6255784","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            60 m²","1","1","60 m²","Ngor
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/13f1d837abd75f43a3ae183e159411bc/-/horizon-files-prod/ed/picture/qde7q6k8/625252d6fced81b84477d25f9b64dcbcb04b85b3.jpg"
"1738157986-526","https://www.expat-dakar.com/appartements-meubles?page=28","Ngor studio chambre salon près de la plage
                                1 chambre60 m²
                                                                                    Ngor,
                                                                                Dakar
                                    
                                        14. janv., 18:04
                                    
                    30 000 F Cfa
                        
                        777607801
                    
                        779677631","https://www.expat-dakar.com/annonce/ngor-studio-chambre-salon-pres-de-la-plage-6255795","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            60 m²","1","1","60 m²","Ngor
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3820a25695754a6936b7cc9c84deef2/-/horizon-files-prod/ed/picture/qq42nv2w/85df8e24ef8185696070c5f31a478c939c57b490.jpg"
"1738157991-527","https://www.expat-dakar.com/appartements-meubles?page=27","Appartement meublé aux Almadies
                                1 chambre100 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        14. janv., 19:37
                                    
                    30 000 F Cfa
                        
                        765230004","https://www.expat-dakar.com/annonce/appartement-meuble-aux-almadies-6103822","Chambres
        
                            1
                    
            Salle de Bain
        
                            2
                    
            Mètres carrés
        
                            100 m²","1","2","100 m²","Almadies
            
                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a2009d2b6c79acd268705881162559e/-/horizon-files-prod/ed/picture/q6xdxqdz/cb13c5055d60fa3704a854fb104b42be943b3273.jpg"
"1738157993-528","https://www.expat-dakar.com/appartements-meubles?page=27","Appartement F2  DAKAR (SUITE) SACRE COEUR 3 VDN
                                2 chambre55 m²
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        14. janv., 21:13
                                    
                    32 000 F Cfa
                        
                        779005499","https://www.expat-dakar.com/annonce/appartement-f2-dakar-suite-sacre-coeur-3-vdn-2738290","Chambres
        
                            2
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            55 m²","2","1","55 m²","Mermoz
            
                Dakar","32 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b784ca895c817423ba065f8ae8c653f/-/horizon-files-prod/ed/picture/migrated/qm0kdgr/7fd8d301da77e040800a91764a68e4447ada0be4.jpg"
"1738157996-529","https://www.expat-dakar.com/appartements-meubles?page=27","2 chambres salon à louer aux almadies
                                2 chambre
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        15. janv., 12:55
                                    
                    850 000 F Cfa
                        
                        786396118","https://www.expat-dakar.com/annonce/2-chambres-salon-a-louer-aux-almadies-6256484","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Almadies
            
                Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed3b07d393f73f817353971730b61aac/-/horizon-files-prod/ed/picture/qde7qjzm/7c9bb825ac9ecb56b015d5cae34906e8e36f7ca8.jpg"
"1738157998-530","https://www.expat-dakar.com/appartements-meubles?page=27","Standing studio aux almadie
                                1 chambre120 m²
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        mercredi, 14:07
                                    
                    750 000 F Cfa
                        
                        771048216
                    
                        766612910
                    
                        771048216","https://www.expat-dakar.com/annonce/standing-studio-aux-almadie-6251810","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            120 m²","1","1","120 m²","Almadies
            
                Dakar","750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e283703bac4860bf77279584345e12ec/-/horizon-files-prod/ed/picture/qrz8wqd8/08f03f8d00c5041cc93f65988a7cc60b59545cdd.jpg"
"1738158001-531","https://www.expat-dakar.com/appartements-meubles?page=27","Standing meublé nord foire
                                1 chambre100 m²
                                                                                    Nord foire,
                                                                                Dakar
                                    
                                        mercredi, 14:08
                                    
                    25 000 F Cfa
                        
                        771048216
                    
                        766612910
                    
                        771048216","https://www.expat-dakar.com/annonce/standing-meuble-nord-foire-6179572","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            100 m²","1","1","100 m²","Nord foire
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5734c09ff9f71a8622260b3647600399/-/horizon-files-prod/ed/picture/qwepknx0/90084e3751454cd583584c750e20073d2d3fe39b.jpg"
"1738158003-532","https://www.expat-dakar.com/appartements-meubles?page=27","Studio meublé à louer par jour
                                2 chambre
                                                                                    Sud foire,
                                                                                Dakar
                                    
                                        mercredi, 14:47
                                    
                    20 000 F Cfa
                        
                        781846060","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-par-jour-5986223","Chambres
        
                            2","2","","","Sud foire
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/beee5667ebe6b04cd7522074a3bd87f1/-/horizon-files-prod/ed/picture/q785rwj8/13b71bd1fb3075168d3922f3974be2c8ada90aec.jpg"
"1738158006-533","https://www.expat-dakar.com/appartements-meubles?page=27","Magnifique mini studio meublé liberté 6
                                1 chambre70 m²
                                                                                    Liberte 6,
                                                                                Dakar
                                    
                                        mercredi, 14:53
                                    
                    25 000 F Cfa
                        
                        771754716","https://www.expat-dakar.com/annonce/magnifique-mini-studio-meuble-liberte-6-6255384","Chambres
        
                            1
                    
            Salle de Bain
        
                            1
                    
            Mètres carrés
        
                            70 m²","1","1","70 m²","Liberte 6
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/609c8d323477681585d25a9d272f9964/-/horizon-files-prod/ed/picture/qde7q4dm/61012e0b95512fa170d145897a51f5938a2f3d89.jpg"
"1738158008-534","https://www.expat-dakar.com/appartements-meubles?page=27","Magnifique F3 à louer à Amitié 2
                                2 chambre
                                                                                    Amitié,
                                                                                Dakar
                                    
                                        lundi, 13:24
                                    
                    1 100 000 F Cfa
                        
                        778210606","https://www.expat-dakar.com/annonce/magnifique-f3-a-louer-a-amitie-2-6236774","Chambres
        
                            2
                    
            Salle de Bain
        
                            2","2","2","","Amitié
            
                Dakar","1 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68138f1788bf9fd5ab4b789fe7f33e50/-/horizon-files-prod/ed/picture/q8v428e7/59fa43a8e8aa1a6c8c30f6e1ad4515b44c24bdd7.jpg"
